receipt_id,name,quantity,unit_price,line_price,category
6,BASO TAHU,1.0,43181.0,43181.0,Original Hugarian 
6,ES JERUK,1.0,13000.0,13000.0,Original Hugarian 
7,PKT AYAM,,,33000.0,GONG GIBAB
8,Kimchi P,1.0,36000.0,36000.0,autre
8,Fre ice grentea,1.0,0.0,0.0,autre
9,THAI ICED TEA,2.0,20000.0,40000.0,ICED TEA
10,Viet Milk Coffee,1.0,,25000.0,ICED TEA
11,Ayam Bakar,2.0,,55000.0,autre
11,Nasi Putih,2.0,,20000.0,NASI PUTIH
11,Nila Bakar/Goreng,1.0,,27500.0,autre
11,Sop Gurame,1.0,,87000.0,autre
11,Teh Poci,1.0,,25000.0,autre
12,NASI + AYAM KATSU TER...,1.0,,31819.0,autre
12,TEH PANAS,1.0,,5455.0,NASI PUTIH
12,ES TEH MANIS,1.0,,7273.0,NASI PUTIH
12,CH CORDON BLEU NASI,1.0,,42728.0,autre
13,BLACK PEPPER MEATBALL,1.0,,76500.0,TRIPPLE CHEESE
13,GREEN TEA WITH CRUMBLE,1.0,,56000.0,ICED TEA
13,EARL GREY MILK TEA,1.0,,57000.0,ICED TEA
13,ORIGINAL BREWED TEA,1.0,,23000.0,ICED TEA
14,4005-Maple glazed,1.0,25000.0,25000.0,6001-Plastic Bag S
14,6001-Plastic Bag Small,1.0,0.0,0.0,6001-Plastic Bag S
15,BLACK PEPPER MEATBALL,1.0,,76500.0,TRIPPLE CHEESE
15,QUARTO FORMANGGI PASTA,1.0,,82500.0,autre
15,GREEN TEA WITH CRUMBLE,1.0,,56000.0,ICED TEA
15,ORIGINAL BREWED TEA,2.0,,46000.0,ICED TEA
16,- TICKET CP,,,30000.0,autre
17,RB. COKLAT BAR,1.0,,8000.0,6001-Plastic Bag S
17,RB. CREPES TUNA,1.0,,9000.0,autre
17,RB. SISIR PANDAN,1.0,,7500.0,autre
18,KING DEAL FISH,1.0,,25000.0,TRIPPLE CHEESE
19,UDANG RE,2.0,216000.0,432000.0,autre
19,AYM GR JUN NJAN,1.0,,108000.0,autre
19,SAPO TH SEAFOOD,1.0,,172000.0,Original Hugarian 
19,POCAI 3,2.0,111000.0,222000.0,autre
19,GURAME FILLET M ASAM MANIS,1.0,,163000.0,GONG GIBAB
19,BIHUN GORENG JJ,1.0,,116000.0,Original Hugarian 
19,ICED TEA,5.0,12000.0,60000.0,ICED TEA
19,NASI PUTIH,7.0,10000.0,70000.0,NASI PUTIH
20,BUBUR UNGU,,,26000.0,autre
20,SENDOK BEBEK,,,0.0,Original Hugarian 
20,WAJIK,,,7000.0,autre
20,CENTIK MANIS,,,5500.0,autre
20,PLASTIK SEDANG,,,0.0,Original Hugarian 
21,1001-Choco Bun,1.0,22000.0,22000.0,6001-Plastic Bag S
21,2001-Hokkaido Milk Toast,1.0,22000.0,22000.0,TRIPPLE CHEESE
21,6002-Plastic Bag Medium,1.0,0.0,0.0,6001-Plastic Bag S
22,Ice t grentea,1.0,22000.0,22000.0,NASI PUTIH
23,S-Lemon Macchiato,1.0,21000.0,21000.0,autre
24,1001-Choco Bun,1.0,22000.0,22000.0,6001-Plastic Bag S
24,1032-Double Cheddar,1.0,26000.0,26000.0,autre
24,6002-Plastic Bag Medium,1.0,0.0,0.0,6001-Plastic Bag S
25,CRISPY CHOCO,,,14000.0,TRIPPLE CHEESE
26,Pepenero Pastel,1.0,15000.0,15000.0,TRIPPLE CHEESE
27,MEGA,,,30000.0,autre
28,A.MINERAL BOTOL,1.0,8000.0,8000.0,Mineral Water
29,AMBUSH DBL CHS BURG,11.0,,18150000.0,6001-Plastic Bag S
29,AMBUSH CHS BURGER,4.0,,4400000.0,TRIPPLE CHEESE
29,TAKE AWAY CHARGE,1.0,,100000.0,6001-Plastic Bag S
30,VANDOOLEN,,,8182.0,autre
30,PLASTIK 25,,,0.0,6001-Plastic Bag S
31,"Chicken HCC, 1Pcs",1.0,,15000.0,autre
31,Colonel Burger,1.0,,13636.0,autre
32,Ketoprak,1.0,,36000.0,autre
33,AREM - AREM,1.0,8000.0,8000.0,autre
33,LEMPER,1.0,9000.0,9000.0,6001-Plastic Bag S
33,PLASTIK KECIL,1.0,0.0,0.0,Original Hugarian 
34,OMA NASI KUNING CAKALANG MANI,1.0,30000.0,30000.0,Original Hugarian 
35,Cuka Apel Moringa,1.0,289000.0,289000.0,autre
36,GONG GIBAB,1.0,,20000.0,GONG GIBAB
36,BO SSAM,1.0,,320000.0,6001-Plastic Bag S
36,HAEMUL DENJANG JJIGAE,1.0,,85000.0,Original Hugarian 
36,MULNAENGMYO N,1.0,,85000.0,Original Hugarian 
37,MINI CHOCO,,,13500.0,autre
38,DumDum Thai Iced Green Tea,1.0,,24000.0,autre
39,H COUPLE SEA,,,70000.0,autre
40,BURGER CHIC DECKER,1.0,,68000.0,autre
40,Home Made Lemonade,1.0,,40000.0,autre
41,KOREAN CURRY M,1.0,,40909.0,autre
42,ALMOND CHOCO CREAMCHEESE,1.0,28000.0,28000.0,autre
43,Nutella Cheese,1.0,,27272.0,TRIPPLE CHEESE
43,Toblerone BanCheese,1.0,,28182.0,TWIST DONUT
44,CHOCO PUFF,1.0,,29091.0,autre
44,CREAMY BEEF CLS FTC,1.0,,42727.0,TRIPPLE CHEESE
44,NEW ORIENTAL CHK RICE,1.0,,34545.0,autre
44,LIPTON PITCHER,1.0,,54545.0,autre
44,SC/P SUPER SUPREME,1.0,,47273.0,autre
44,CB/P BLACK PEPP BEEF,1.0,,48182.0,autre
45,1,2.0,,22000.0,autre
45,Large *Plastik Kcl,1.0,,0.0,autre
46,BASO TAHU BIHUN,1.0,43636.0,43636.0,Original Hugarian 
47,ICED TT,,,20000.0,ICED TEA
48,Jamur Crispy,2.0,13500.0,27000.0,autre
48,Nasi Putih,2.0,7000.0,14000.0,NASI PUTIH
48,Sambel Kecap,2.0,4500.0,9000.0,autre
48,Es Teh,2.0,7500.0,15000.0,NASI PUTIH
49,Sweet Plum Potato,1.0,,29000.0,autre
50,CHO MOUSSE,,,20000.0,autre
50,GRAPE JELLY,,,13000.0,autre
51,Kopi Susu Sudirman,1.0,18000.0,18000.0,Original Hugarian 
51,Chocolate Twist,1.0,12000.0,12000.0,autre
52,RTD Kunyit,1.0,15000.0,15000.0,autre
52,Tepung Jagung,1.0,15000.0,15000.0,Original Hugarian 
53,,3.0,12000.0,36000.0,autre
53,SHOPPING BAG ROTI'O' 370/M,1.0,0.0,0.0,autre
54,KFC Winger HC,1.0,,20000.0,6001-Plastic Bag S
54,Rice,1.0,,6364.0,autre
55,THAI ICED TEA (L),1.0,16363.0,16363.0,ICED TEA
56,BASO TAHU,1.0,43636.0,43636.0,Original Hugarian 
56,NASI PUTIH,1.0,6000.0,6000.0,NASI PUTIH
57,PL. MUFFIN BLUEBERRY,1.0,,14000.0,autre
57,RB. ABON AYAM,1.0,,9000.0,autre
57,RB. COKLAT COFFEE,1.0,,8000.0,TWIST DONUT
57,RB. RED BEAN,1.0,,8000.0,autre
58,ROTI KEJU COKLAT,1.0,850000.0,850000.0,autre
58,ROTI MAHKOTA/RING,1.0,1050000.0,1050000.0,autre
58,ROTI KACANG MERAH,1.0,800000.0,800000.0,autre
58,ROTI COKLAT,1.0,800000.0,800000.0,autre
59,CHICKEN KATSU,1.0,,12727.0,autre
59,TORI NASU HASAMI AGE,1.0,,10000.0,autre
60,Mineral Water (S),1.0,,15000.0,Mineral Water
60,Pocky Chocolate,1.0,,20000.0,TWIST DONUT
60,Nerds Strw Grape,1.0,,42000.0,TWIST DONUT
60,Nerds Trop Punch,1.0,,42000.0,6001-Plastic Bag S
60,Nerds Watermelon,1.0,,42000.0,TWIST DONUT
61,TRIPPLE CHEESE,1.0,17000.0,17000.0,TRIPPLE CHEESE
62,RALPH BREAKS THE INTERNET : WR,60.0,60000.0,3600000.0,autre
63,PIS COK KEJU,,,11500.0,autre
63,COKLAT KEJU,,,11000.0,autre
63,BANANA KISMIS,,,8000.0,TWIST DONUT
64,BOTOL(MOMOGI BOTOL KACA ASI),,,44000.0,autre
64,SPECTRA BREAST DISPOSABLE PADS (IRIS) / BP-0001 (BREASTPADS),,,58000.0,autre
64,MUSTELA BABY OIL 100ML,,,160000.0,autre
65,NASI PUTIH,6.0,,54000.0,NASI PUTIH
65,SATE PADANG,1.0,,35000.0,Original Hugarian 
65,GULAI CUMI,1.0,,25000.0,autre
65,DENDENG BALADO,4.0,,80000.0,autre
65,KERUPUK KULIT,3.0,,18000.0,autre
65,RENDANG DAGING,1.0,,20000.0,autre
65,GULAI HATI,1.0,,20000.0,autre
65,MUJAIR BAKAR,1.0,,23000.0,autre
65,GULAI OTAK,1.0,,20000.0,autre
65,AYAM BAKAR,1.0,,20000.0,autre
65,SAMBAL TRI BELAH,1.0,,18000.0,autre
65,LALAP SEGAR,3.0,,24000.0,autre
65,AYAM PENYET,1.0,,21000.0,autre
65,AYAM GORENG,2.0,,40000.0,autre
65,AYAM POP,2.0,,42000.0,autre
65,GULAI TUNJANG,2.0,,40000.0,autre
65,TEH,6.0,,30000.0,autre
65,TERONG BELANDA,1.0,,20000.0,autre
65,TEH TELUR,1.0,,25000.0,autre
65,PUDING,2.0,,16000.0,autre
66,ISI CAMPUR,1.0,43636.0,43636.0,NASI PUTIH
66,AQUA BOTOL,1.0,9000.0,9000.0,Mineral Water
67,Popcorn Salt Bucket,1.0,,65000.0,autre
68,Berry Many-Low (P),1.0,,3750000.0,6001-Plastic Bag S
68,500 days of summer (P),1.0,,3750000.0,6001-Plastic Bag S
68,sun kissed (P),1.0,,3750000.0,NASI PUTIH
68,PLASTIC BAG,1.0,,50000.0,6001-Plastic Bag S
69,SAUSAGE DONUT,1.0,,14000.0,TWIST DONUT
69,CHOCO DONUT PRETZEL,1.0,,9000.0,autre
70,CAPTAIN HOOK,1.0,,75000.0,autre
70,PIRATES TREASURE,1.0,,75000.0,autre
71,GREEN TEA LATTE (L),1.0,16363.0,16363.0,autre
72,2011-Whole wheat Katamari,1.0,28000.0,28000.0,autre
72,6001-Plastic Bag Small,1.0,0.0,0.0,6001-Plastic Bag S
73,CHEESE JOHN,1.0,950000.0,950000.0,TRIPPLE CHEESE
74,APPLE CREAMCHEESE PASTRY,2.0,,26000.0,TWIST DONUT
75,PAKET DOSIRAK 3,1.0,25975.0,25975.0,autre
75,PAKET CHICKEN 3,3.0,35000.0,105000.0,TRIPPLE CHEESE
75,JAPCHE,1.0,25000.0,25000.0,autre
75,KOREAN LEMONADE,1.0,15000.0,15000.0,autre
75,KOREAN COLD TEA,1.0,9000.0,9000.0,ICED TEA
75,PAKET BULGOGI 3,1.0,45000.0,45000.0,autre
75,BANANA MLK+MATCHA PU,2.0,21000.0,42000.0,autre
75,KRN FRIED CHICKN HNY,1.0,25000.0,25000.0,autre
76,TAKOYAKI 12PCS,1.0,,30000.0,autre
77,KP BRANDING L,1.0,1.0,1.0,autre
77,M/POKO STD XXL5,1.0,17100.0,17100.0,autre
77,FOOT 6,2.0,11200.0,22400.0,autre
77,CIPAIN PATCH 4S,3.0,26200.0,78600.0,autre
78,ALMOND CREAM CHEESE,2.0,28000.0,56000.0,TWIST DONUT
79,Silky Green Tea,1.0,12500.0,12500.0,autre
79,Silky Hazelnut,1.0,12500.0,12500.0,autre
80,THAI ICED TEA (L),1.0,16363.0,16363.0,ICED TEA
81,REDBEAN BREAD,4.0,,36000.0,TWIST DONUT
82,YOGURT STRAWBERRY,1.0,,20909.0,autre
83,ICED White,1.0,,43000.0,autre
83,Mexican Baked Rice,1.0,,58000.0,autre
84,Large 1,1.0,,11000.0,6001-Plastic Bag S
84,Pastry Keju,1.0,,20000.0,autre
85,Round Wagyu (1gr),118.0,,47200.0,6001-Plastic Bag S
85,Wagyu Rice Box,1.0,,10000.0,GONG GIBAB
86,BUNCIS MUDA TE,1.0,,20000.0,autre
87,DEPT02,,,24000.0,autre
88,KUE PILUS ASIN,80.0,21000.0,16800.0,autre
88,KACANG MEDAN,95.0,30200.0,28690.0,Original Hugarian 
89,Mineral Water,1.0,,5000.0,Mineral Water
90,ALMOND CHOCO CREAM CHEESE,1.0,28000.0,28000.0,TRIPPLE CHEESE
91,CHOCO CUSTARD PASTRY,1.0,,12000.0,TWIST DONUT
91,CARAMEL PASTRY,1.0,,12000.0,TWIST DONUT
92,ORIGINAL,,,12000.0,6001-Plastic Bag S
92,APPLE CINN,,,13000.0,TWIST DONUT
93,NUMER CANDLE NO.1,1.0,,10000.0,6001-Plastic Bag S
93,NUMER CANDLE NO.2,1.0,,10000.0,6001-Plastic Bag S
93,GANACHE MOUSSE PIECE,2.0,,65000.0,NASI PUTIH
94,4002-Chocolate Orange Peel,2.0,19000.0,38000.0,TWIST DONUT
94,6001-Plastic Bag Small,1.0,0.0,0.0,6001-Plastic Bag S
95,ORIGINAL NO SALT,1.0,12000.0,12000.0,TWIST DONUT
96,THAI ICED TEA,1.0,22000.0,22000.0,ICED TEA
97,ORIGINAL NO SALT,1.0,12000.0,12000.0,TWIST DONUT
98,WALL'S FEAST CKLT.65,1.0,5400.0,5400.0,6001-Plastic Bag S
98,CMPN TROPICANA.CHO75,1.0,5500.0,5500.0,6001-Plastic Bag S
98,MAGNUM WHT ALMND 80,1.0,15000.0,15000.0,6001-Plastic Bag S
99,S-Ovaltine Macchiat,1.0,22000.0,22000.0,TRIPPLE CHEESE
99,S-Hazelnut Milk Tea,1.0,20000.0,23000.0,ICED TEA
100,SAM DA SOO MINERAL WATER,2.0,,32000.0,Mineral Water
101,ES CHOCO GREEN TEA,1.0,,13000.0,ICED TEA
102,Nutella Cheese,1.0,,27272.0,TRIPPLE CHEESE
103,IKAN GURAME MED SOP IKAN,1.0,,158000.0,Original Hugarian 
103,CUMI GR JUNJAN =*MEDIUM*=,1.0,,129000.0,GONG GIBAB
103,CUMI GR TEPUNG =*MEDIUM*=,1.0,,129000.0,NASI PUTIH
103,AGSIO TH PC JMR =*MEDIUM*=,1.0,,147000.0,6001-Plastic Bag S
103,POCAI BWG PUTIH =*MEDIUM*=,1.0,,90000.0,NASI PUTIH
103,LUMPIA UDG PREM =*MEDIUM*=,1.0,,144000.0,6001-Plastic Bag S
103,NASI PUTIH,6.0,10000.0,60000.0,NASI PUTIH
103,HOT TEA,3.0,12000.0,36000.0,ICED TEA
103,AQUA,1.0,,11000.0,Mineral Water
103,ICED TEA,2.0,12000.0,24000.0,ICED TEA
103,ICED TEA,1.0,,12000.0,ICED TEA
104,KOPI SUSU,1.0,,17500.0,Original Hugarian 
104,KOPI SUSU,1.0,,17500.0,Original Hugarian 
104,NASI GORENG,1.0,,22500.0,NASI PUTIH
104,BAKPIA KACANG H,1.0,,4000.0,Original Hugarian 
105,Gado-Gado,1.0,,29090.0,NASI PUTIH
106,Toblerone BanCheese,1.0,,28182.0,TWIST DONUT
106,Roast Beef Crepes,1.0,,15455.0,TRIPPLE CHEESE
107,Cheezemania,1.0,,9500.0,TRIPPLE CHEESE
107,Mamamia,1.0,,12500.0,NASI PUTIH
108,M-Ice Cream Milk Te,1.0,30000.0,30000.0,TWIST DONUT
109,1069-ROTI KEJU COKLAT,1.0,850000.0,850000.0,Original Hugarian 
109,1037-ROTI MAHKOTA/RING,1.0,1050000.0,1050000.0,6001-Plastic Bag S
109,1022-ROTI KACANG MERAH,1.0,800000.0,800000.0,Original Hugarian 
109,1001-ROTI COKLAT,1.0,800000.0,800000.0,6001-Plastic Bag S
110,Nutella Cheese,1.0,,27272.0,TRIPPLE CHEESE
111,OCHA,1.0,,8000.0,NASI PUTIH
111,CHIC NAMBAN BENTO,1.0,,58000.0,Original Hugarian 
112,Fish Ball,1.0,,10000.0,TRIPPLE CHEESE
112,Fried Siomay,1.0,,10000.0,TWIST DONUT
113,ICED CM,,,22000.0,ICED TEA
114,Puyo 6 (Package),1.0,70000.0,70000.0,6001-Plastic Bag S
115,Kupon 9,,,8182.0,6001-Plastic Bag S
115,Kupon 1,,,20000.0,6001-Plastic Bag S
115,LARGE ICED LEMON TEA,,,12273.0,ICED TEA
116,Nutella Cheese,1.0,,27272.0,TRIPPLE CHEESE
117,RTD Relaxing Drink,1.0,15000.0,15000.0,ICED TEA
117,RTD Rosella Aloevera,1.0,15000.0,15000.0,TWIST DONUT
117,RTD Madu Aloevera,1.0,15000.0,15000.0,Original Hugarian 
117,RTD Lemongrass Aloe,1.0,15000.0,15000.0,TWIST DONUT
118,Pdg Madness,1.0,,13000.0,6001-Plastic Bag S
118,BCT,1.0,,15000.0,6001-Plastic Bag S
119,CINNAMON SUGAR,1.0,17000.0,17000.0,TWIST DONUT
120,SAM DA S00 MINERAL WATER,1.0,,16000.0,Mineral Water
120,TWIST DONUT,2.0,,18000.0,TWIST DONUT
121,1001-Choco Bun,1.0,22000.0,22000.0,6001-Plastic Bag S
121,6001-Plastic Bag Small,1.0,0.0,0.0,6001-Plastic Bag S
122,Common Law,1.0,,9900.0,6001-Plastic Bag S
122,Tigger Roll,1.0,,14900.0,6001-Plastic Bag S
123,Ketoprak SPC,1.0,,29090.0,6001-Plastic Bag S
124,UDG GR TLUR ASIN,1.0,,165000.0,Original Hugarian 
124,SAPO TH SEAFOOD,1.0,,129000.0,Original Hugarian 
124,CUMI GR JUNJAN,1.0,,129000.0,Original Hugarian 
124,BIHUN GORENG JJ,1.0,,87000.0,Original Hugarian 
124,OYONG 3 TELOR,1.0,,84000.0,6001-Plastic Bag S
124,GURAME FILLET M,1.0,,163000.0,GONG GIBAB
124,CHINESE TE,2.0,14000.0,28000.0,NASI PUTIH
124,CRYSANTNUM,2.0,,,6001-Plastic Bag S
124,NASI PUTIH,8.0,10000.0,80000.0,NASI PUTIH
124,HOT TEA,3.0,12000.0,36000.0,ICED TEA
124,ICED TEA,3.0,12000.0,36000.0,ICED TEA
125,TRIPPLE CHEESE,1.0,17000.0,17000.0,TRIPPLE CHEESE
126,Round Wagyu ( 1gr ),133.0,,53200.0,6001-Plastic Bag S
127,TT,1.0,20000.0,20000.0,6001-Plastic Bag S
128,CHEEZY DOG BITES,1.0,33000.0,33000.0,TRIPPLE CHEESE
129,Cheese Tart,4.0,,11600000.0,TRIPPLE CHEESE
130,EGG TART,1.0,,13000.0,TWIST DONUT
131,1001-Choco Bun,1.0,22000.0,22000.0,6001-Plastic Bag S
131,6001-Plastic Bag Small,1.0,0.0,0.0,6001-Plastic Bag S
132,ZAI.Milk Choco Egg Avenger60gr,1.0,5363600.0,5363600.0,TRIPPLE CHEESE
132,ZAI.Milk Choco Egg Frozen 60gr,1.0,5363600.0,5363600.0,TRIPPLE CHEESE
133,TWIST STRAWBERRY DONUT,1.0,,10000.0,TWIST DONUT
133,TLJ CROQUETTE,1.0,,17000.0,NASI PUTIH
133,POTATO PEPPER BAGEL,1.0,,16000.0,TWIST DONUT
134,Viet Milk Coffee,1.0,,29000.0,ICED TEA
134,Viet Milk Coffee,1.0,,25000.0,ICED TEA
135,IKAN GABUS FRESH,264.0,98500.0,26004.0,Original Hugarian 
135,IKAN BUMBU KUNING,308.0,72500.0,22330.0,Original Hugarian 
135,OCTOPUS SATAY,1.0,7500.0,7500.0,NASI PUTIH
136,SATE PADANG,,,60000.0,Original Hugarian 
137,FA-Cookies Mix 200 gr,1.0,8000000.0,8000000.0,TWIST DONUT
137,FA-Polycello Bag 200 gr,1.0,0.0,0.0,6001-Plastic Bag S
138,BACON SHIMEJI SPAGHE,100.0,48000.0,48000.0,TRIPPLE CHEESE
138,CHICKEN KATSUDON,100.0,48000.0,48000.0,TRIPPLE CHEESE
138,WELL TORI KARAAGE MU,100.0,58000.0,58000.0,Original Hugarian 
138,WELL CHICKEN KATSU C,100.0,58000.0,58000.0,TRIPPLE CHEESE
138,CLASSIC TOMATO,100.0,48000.0,48000.0,TRIPPLE CHEESE
138,RENDANG OMURICE,100.0,48000.0,48000.0,Original Hugarian 
138,#F11 CREAM HAMBURG 0,100.0,58000.0,58000.0,TWIST DONUT
139,Sesame Toast,1.0,22500.0,22500.0,TRIPPLE CHEESE
140,Seafood Tempura BBQ,1.0,,40000.0,TRIPPLE CHEESE
140,Sweet Plum Potato*,1.0,,29000.0,TWIST DONUT
141,HOME CHARGER+KABEL 138 IP5 TS C,1000.0,13000000.0,13000000.0,6001-Plastic Bag S
142,Pillow Choco,1.0,,18000.0,TRIPPLE CHEESE
142,Pillow Cheese,1.0,,18000.0,TRIPPLE CHEESE
142,Pillow Kombi,1.0,,19500.0,NASI PUTIH
143,Iced Mochaccino,1.0,,38000.0,ICED TEA
144,Rice Organik,1.0,,6818.0,Original Hugarian 
144,1pc Chicken OR,1.0,,15909.0,TRIPPLE CHEESE
145,ALMOND CHOCO CREAM CHEESE,1.0,28000.0,28000.0,TRIPPLE CHEESE
146,YANG YUM GUI,1.0,,97000.0,GONG GIBAB
146,SOONDUBU CHIGE,1.0,,75000.0,6001-Plastic Bag S
146,JAP CHAE,1.0,,105000.0,Original Hugarian 
146,MAKOLI,1.0,,120000.0,Original Hugarian 
146,GOCHUJANG,1.0,,85000.0,GONG GIBAB
146,BIBIMBAB,,,,6001-Plastic Bag S
147,CHOCO ALMOND,1.0,,18182.0,TWIST DONUT
148,OMA NASI KUNING CAKALANG MANI,1.0,30000.0,30000.0,Original Hugarian 
149,#PKTPOLSBTSPON2S,1.0,8000.0,8000.0,6001-Plastic Bag S
149,BENECOL LYCHEE 2S,1.0,14000.0,14000.0,6001-Plastic Bag S
149,REGAL MARIE 125 GR,1.0,12200.0,12200.0,6001-Plastic Bag S
149,7 UP CAN 330 ML,1.0,6000.0,6000.0,6001-Plastic Bag S
149,SAKATONIK LVR 10S,1.0,6400.0,6400.0,6001-Plastic Bag S
149,DUA BELIBIS SBL135,1.0,9300.0,9300.0,6001-Plastic Bag S
149,DAUN SEREH,292.0,19900.0,5811.0,NASI PUTIH
150,KFC Winger HC,1.0,,20000.0,6001-Plastic Bag S
151,Ice t grentea,1.0,22000.0,22000.0,NASI PUTIH
152,WACOM BAMBOO PEN,1.0,97500000.0,97500000.0,6001-Plastic Bag S
153,GIGA,,,57000.0,NASI PUTIH
154,4-Chunks,1.0,20000.0,20000.0,TRIPPLE CHEESE
155,BBQ Chicken,1.0,,41000.0,TRIPPLE CHEESE
156,BOLU KUKUS PX,3.0,13000.0,39000.0,Original Hugarian 
156,PLASTIK SEDANG,1.0,0.0,0.0,Original Hugarian 
157,S-Matcha Macchiato,2.0,25000.0,50000.0,TRIPPLE CHEESE
157,S-Ovaltine Macchiat,2.0,22000.0,44000.0,TRIPPLE CHEESE
158,KFC DAY,1.0,,34545.0,TRIPPLE CHEESE
158,CHARGE TA,1.0,,909.0,6001-Plastic Bag S
159,DEPT04,,,24000.0,6001-Plastic Bag S
159,DEPT01,,,22000.0,6001-Plastic Bag S
160,PAKET CHICKEN 4,1.0,29000.0,29000.0,TRIPPLE CHEESE
160,KOREAN COLD TEA,1.0,9000.0,9000.0,ICED TEA
161,PR ORIGINAL 150gr,1.0,,75000.0,6001-Plastic Bag S
161,ES TEH MANIS,1.0,,10000.0,NASI PUTIH
162,Butter croissant,1.0,14000.0,14000.0,TWIST DONUT
162,Almond Croissant,1.0,28000.0,28000.0,TWIST DONUT
162,Mini Chocolate Donut,1.0,12000.0,12000.0,TWIST DONUT
163,Arem Arem,1.0,12000.0,12000.0,GONG GIBAB
164,THAI ICED TEA (L),1.0,16363.0,16363.0,ICED TEA
165,A Chicken,1.0,,21000.0,TRIPPLE CHEESE
166,TT,1.0,20000.0,20000.0,6001-Plastic Bag S
167,RISOL ROGUT,2.0,9000.0,18000.0,TWIST DONUT
167,MIKA KCL,,,0.0,Original Hugarian 
167,PLASTIK 25,,,0.0,6001-Plastic Bag S
168,Choco Cheese,1.0,,13636.0,TRIPPLE CHEESE
169,CARAMELALMOND,1.0,23000.0,23000.0,TWIST DONUT
170,TRIPPLE CHEESE,2.0,17000.0,34000.0,TRIPPLE CHEESE
171,Coffee Rocksalt [R],1.0,,28000.0,TWIST DONUT
171,ICED NUTELLA LATTE [R],1.0,,30000.0,ICED TEA
171,ICED MOCHA LATTE [R],1.0,,30000.0,ICED TEA
172,XXL Crspy Chicken,1.0,,40000.0,TRIPPLE CHEESE
173,MANUKA HONEY,,,385000.0,TWIST DONUT
174,Ice Kokofie,1.0,,20000.0,Original Hugarian 
175,HAZELNUT ALM,,,15000.0,TWIST DONUT
175,CAPPUCINO CI,,,14000.0,6001-Plastic Bag S
175,TIRAMISU CIN,,,14000.0,Original Hugarian 
176,Spaghetti Bini Muda (Bol ognese) - DINE IN,1.0,,19000.0,Original Hugarian 
176,French Fries - DINE IN,1.0,,12000.0,TRIPPLE CHEESE
176,Mineral Water - DINE IN,1.0,,7000.0,Mineral Water
177,KUPAT TAHU,2.0,19000.0,38000.0,Original Hugarian 
177,MIE KOCOK,3.0,29000.0,87000.0,Original Hugarian 
178,GARISH PC,,,259000.0,6001-Plastic Bag S
178,PLASTIK BAG;: 000 PC,,,0.0,6001-Plastic Bag S
179,109.NG NANAS,1.0,,49800.0,6001-Plastic Bag S
179,DE13.PSANG IJO MDM,1.0,,29800.0,Original Hugarian 
179,CT12.BLK JELY KPI IC,1.0,,29800.0,6001-Plastic Bag S
180,CHOCO CHIP,2.0,13000.0,26000.0,TRIPPLE CHEESE
180,CHOCO BANANA,3.0,14000.0,42000.0,TRIPPLE CHEESE
180,CRISPY CHOCO,,,14000.0,TRIPPLE CHEESE
